,Delta
2020-08-11 06:00:00,0.4169264166666622
2020-08-11 07:00:00,2.457031249999986
2020-08-11 08:00:00,1.6239590833333466
2020-08-11 09:00:00,1.2502602499999895
2020-08-11 10:00:00,2.5907558333333327
2020-08-11 11:00:00,9.599349500000002
2020-08-11 12:00:00,7.558462416666651
2020-08-11 13:00:00,6.442057083333317
2020-08-11 14:00:00,3.816796583333321
2020-08-11 15:00:00,1.4490889166666818
2020-08-11 16:00:00,0.9166676666666618
2020-08-11 17:00:00,2.3845056666666693
2020-08-11 18:00:00,8.116927250000002
2020-08-11 19:00:00,1.8251294166666625
2020-08-11 20:00:00,1.5911443333333253
2020-08-11 21:00:00,1.8178389166666733
2020-08-11 22:00:00,1.1511717500000174
2020-08-11 23:00:00,0.95820333333333
2020-08-12 00:00:00,0.5803389166666619
2020-08-12 01:00:00,0.8756505000000061
2020-08-12 02:00:00,0.5580737500000055
2020-08-12 03:00:00,-0.09153674999998884
2020-08-12 04:00:00,-0.2166672500000004
2020-08-12 05:00:00,-0.30065075000001684
2020-08-12 06:00:00,0.7505215833333239
2020-08-12 07:00:00,3.2339853333333366
2020-08-12 08:00:00,3.6500003333333235
2020-08-12 09:00:00,3.208334333333333
2020-08-12 10:00:00,2.4664060833333394
2020-08-12 11:00:00,2.5915377500000005
2020-08-12 12:00:00,2.9416670000000025
2020-08-12 13:00:00,3.5505198333333183
2020-08-12 14:00:00,4.183594666666672
2020-08-12 15:00:00,3.3152349999999933
2020-08-12 16:00:00,1.7093751666666537
2020-08-12 17:00:00,2.241276666666664
2020-08-12 18:00:00,3.0322915833333326
2020-08-12 19:00:00,8.432161499999992
2020-08-12 20:00:00,1.4343745833333232
2020-08-12 21:00:00,1.0069023333333291
2020-08-12 22:00:00,1.258853166666654
2020-08-12 23:00:00,1.6242196666666615
2020-08-13 00:00:00,0.8079429166666685
2020-08-13 01:00:00,0.8167966666666757
2020-08-13 02:00:00,1.0832029999999833
2020-08-13 03:00:00,0.6917959999999823
2020-08-13 04:00:00,0.4997407500000008
2020-08-13 05:00:00,-0.033072333333329595
2020-08-13 06:00:00,0.9000004166666571
2020-08-13 07:00:00,2.8002607499999925
2020-08-13 08:00:00,4.492187333333334
2020-08-13 09:00:00,3.9415363333333246
2020-08-13 10:00:00,4.07434924999999
2020-08-13 11:00:00,4.7743494166666665
2020-08-13 12:00:00,6.807682083333333
2020-08-13 13:00:00,10.191016416666656
2020-08-13 14:00:00,5.865103833333336
2020-08-13 15:00:00,6.49270791666666
2020-08-13 16:00:00,2.033072583333322
2020-08-13 17:00:00,3.5235681666666707
2020-08-13 18:00:00,2.567186999999997
2020-08-13 19:00:00,2.6149726666666595
2020-08-13 20:00:00,3.5253910833333397
2020-08-13 21:00:00,7.12525875
2020-08-13 22:00:00,1.0736991666666569
2020-08-13 23:00:00,1.1091148333333365
2020-08-14 00:00:00,1.1406252500000136
2020-08-14 01:00:00,1.2256505000000004
2020-08-14 02:00:00,0.5921874166666612
2020-08-14 03:00:00,0.5746098333333336
2020-08-14 04:00:00,0.6592439166666679
2020-08-14 05:00:00,0.6770814999999999
2020-08-14 06:00:00,0.6328124166666669
2020-08-14 07:00:00,1.865755500000006
2020-08-14 08:00:00,1.9669279166666842
2020-08-14 09:00:00,1.4391929166666628
2020-08-14 10:00:00,1.549999166666666
2020-08-14 11:00:00,1.9253892499999952
2020-08-14 12:00:00,2.733724499999994
2020-08-14 13:00:00,2.8748689999999972
2020-08-14 14:00:00,6.324608833333329
2020-08-14 15:00:00,7.850259666666645
2020-08-14 16:00:00,2.3082027499999995
2020-08-14 17:00:00,2.8083334166666702
2020-08-14 18:00:00,4.4662767499999925
2020-08-14 19:00:00,7.9588536666666565
2020-08-14 20:00:00,2.6230467500000003
2020-08-14 21:00:00,2.2067705833333164
2020-08-14 22:00:00,1.976040833333336
2020-08-14 23:00:00,1.7480469166666737
2020-08-15 00:00:00,1.3412774999999968
2020-08-15 01:00:00,1.342446333333328
2020-08-15 02:00:00,1.6333330833333264
2020-08-15 03:00:00,0.7082027499999981
2020-08-15 04:00:00,1.7410158333333356
2020-08-15 05:00:00,0.15052083333333854
2020-08-15 06:00:00,1.1756502499999968
2020-08-15 07:00:00,1.3184885000000148
2020-08-15 08:00:00,0.8585948333333349
2020-08-15 09:00:00,1.208333666666654
2020-08-15 10:00:00,6.4665369166666755
2020-08-15 11:00:00,5.782422250000002
2020-08-15 12:00:00,1.5824224166666738
2020-08-15 13:00:00,6.5505217500000015
2020-08-15 14:00:00,1.057551333333329
2020-08-15 15:00:00,1.20885458333332
2020-08-15 16:00:00,1.9667967500000076
2020-08-15 17:00:00,2.351041166666654
2020-08-15 18:00:00,1.5731765000000024
2020-08-15 19:00:00,2.0355453333333315
2020-08-15 20:00:00,5.250259249999992
2020-08-15 21:00:00,2.6749996666666576
2020-08-15 22:00:00,0.3828128333333325
2020-08-15 23:00:00,0.8751299166666513
2020-08-16 00:00:00,0.6506506666666709
2020-08-16 01:00:00,0.6417962499999987
2020-08-16 02:00:00,-0.19244708333332736
2020-08-16 03:00:00,-0.4748696666666774
2020-08-16 04:00:00,-0.516145250000001
2020-08-16 05:00:00,-0.70312366666667
2020-08-16 06:00:00,-0.7661458333333329
2020-08-16 07:00:00,1.900130916666669
2020-08-16 08:00:00,0.6510417500000045
2020-08-16 09:00:00,1.0670573333333448
2020-08-16 10:00:00,1.4158860000000004
2020-08-16 11:00:00,1.6839841666666544
2020-08-16 12:00:00,0.8998696666666675
2020-08-16 13:00:00,1.7584634999999975
2020-08-16 14:00:00,7.300129333333332
2020-08-16 15:00:00,1.4338540833333298
2020-08-16 16:00:00,2.699998916666658
2020-08-16 17:00:00,2.2238278333333312
2020-08-16 18:00:00,2.3006505833333364
2020-08-16 19:00:00,2.5916663333333356
2020-08-16 20:00:00,0.9904947500000034
2020-08-16 21:00:00,1.373959333333346
2020-08-16 22:00:00,1.5502601666666536
2020-08-16 23:00:00,1.1572924166666638
2020-08-17 00:00:00,0.6505204999999991
2020-08-17 01:00:00,1.8092449999999898
2020-08-17 02:00:00,-0.07525991666666698
2020-08-17 03:00:00,0.4651050833333414
2020-08-17 04:00:00,0.5752610833333236
2020-08-17 05:00:00,0.03346350000000342
2020-08-17 06:00:00,6.43242166666667
2020-08-17 07:00:00,8.283333333333339
2020-08-17 08:00:00,8.547006333333336
2020-08-17 09:00:00,9.29986958333332
2020-08-17 10:00:00,8.874218833333337
2020-08-17 11:00:00,10.51614575
2020-08-17 12:00:00,8.891016416666657
2020-08-17 13:00:00,8.859244916666668
2020-08-17 14:00:00,9.833983333333336
2020-08-17 15:00:00,7.525260666666667
2020-08-17 16:00:00,0.4669277500000106
2020-08-17 17:00:00,0.7509112500000015
2020-08-17 18:00:00,1.016927916666674
2020-08-17 19:00:00,0.8899750833333471
2020-08-17 20:00:00,1.2669264166666636
2020-08-17 21:00:00,0.925521500000002
2020-08-17 22:00:00,0.43541625000000295
2020-08-17 23:00:00,0.4920572499999949
2020-08-18 00:00:00,1.2154946666666715
2020-08-18 01:00:00,0.4997391666666715
2020-08-18 02:00:00,0.5186193333333193
2020-08-18 03:00:00,-0.2994798333333293
2020-08-18 04:00:00,-0.5742185833333124
2020-08-18 05:00:00,-0.7076835000000159
2020-08-18 06:00:00,-0.2738274999999888
2020-08-18 07:00:00,6.225650333333334
2020-08-18 08:00:00,5.175259500000003
2020-08-18 09:00:00,4.958593749999999
2020-08-18 10:00:00,5.940625000000012
2020-08-18 11:00:00,5.689453833333332
2020-08-18 12:00:00,6.683203083333326
2020-08-18 13:00:00,6.483074000000002
2020-08-18 14:00:00,6.725000416666667
2020-08-18 15:00:00,5.067837416666649
2020-08-18 16:00:00,0.5480467499999904
2020-08-18 17:00:00,0.4153643333333292
2020-08-18 18:00:00,0.3428383333333258
2020-08-18 19:00:00,0.4085936666666612
2020-08-18 20:00:00,0.38398458333333
2020-08-18 21:00:00,0.8501305833333391
2020-08-18 22:00:00,0.18411383333334186
2020-08-18 23:00:00,0.6589842500000174
2020-08-19 00:00:00,-0.015234750000011843
2020-08-19 01:00:00,-0.16705716666666606
2020-08-19 02:00:00,-0.38502574999998973
2020-08-19 03:00:00,-0.489583500000009
2020-08-19 04:00:00,-0.5520829166666772
2020-08-19 05:00:00,-0.5802082499999912
2020-08-19 06:00:00,-0.7080746666666826
2020-08-19 07:00:00,5.692188333333341
2020-08-19 08:00:00,6.0169271666666555
2020-08-19 09:00:00,5.141406083333322
2020-08-19 10:00:00,6.4494800833333334
2020-08-19 11:00:00,6.332813749999992
2020-08-19 12:00:00,6.915494583333326
2020-08-19 13:00:00,7.375781500000008
2020-08-19 14:00:00,7.674609833333326
2020-08-19 15:00:00,5.841406916666671
2020-08-19 16:00:00,0.25937525000000505
2020-08-19 17:00:00,0.33398433333333344
2020-08-19 18:00:00,0.4496096666666745
2020-08-19 19:00:00,0.9730472500000076
2020-08-19 20:00:00,0.4402345000000096
2020-08-19 21:00:00,0.3328120833333372
2020-08-19 22:00:00,0.4992184166666789
2020-08-19 23:00:00,0.9506500000000032
2020-08-20 00:00:00,-0.14114516666666074
2020-08-20 01:00:00,0.2820313333333502
2020-08-20 02:00:00,0.5588545833333356
2020-08-20 03:00:00,0.4756508333333258
2020-08-20 04:00:00,0.33359258333332065
2020-08-20 05:00:00,0.30781250000001137
2020-08-20 06:00:00,5.256379249999988
2020-08-20 07:00:00,6.74244825000001
2020-08-20 08:00:00,5.8583343333333255
2020-08-20 09:00:00,5.77539041666666
2020-08-20 10:00:00,7.015625749999997
2020-08-20 11:00:00,6.675651416666675
2020-08-20 12:00:00,7.557942166666657
2020-08-20 13:00:00,7.966406333333339
2020-08-20 14:00:00,8.083724666666653
2020-08-20 15:00:00,6.0093738333333215
2020-08-20 16:00:00,0.5760412499999887
2020-08-20 17:00:00,0.3742183333333315
2020-08-20 18:00:00,0.5322921666666716
2020-08-20 19:00:00,0.33294241666666125
2020-08-20 20:00:00,0.3927078333333256
2020-08-20 21:00:00,0.9423177500000008
2020-08-20 22:00:00,0.8338549999999927
2020-08-20 23:00:00,0.11692650000000525
2020-08-21 00:00:00,0.700261999999988
2020-08-21 01:00:00,-0.09921875000000567
2020-08-21 02:00:00,0.7824226666666689
2020-08-21 03:00:00,-0.18984425000000016
2020-08-21 04:00:00,0.4583327499999968
2020-08-21 05:00:00,-0.20012991666666835
2020-08-21 06:00:00,4.082291500000012
2020-08-21 07:00:00,5.998306999999982
2020-08-21 08:00:00,5.008854166666673
2020-08-21 09:00:00,5.900259083333332
2020-08-21 10:00:00,7.0415366666666666
2020-08-21 11:00:00,5.742187583333327
2020-08-21 12:00:00,7.899349166666667
2020-08-21 13:00:00,7.783723416666668
2020-08-21 14:00:00,7.566407249999997
2020-08-21 15:00:00,6.0509106666666606
2020-08-21 16:00:00,0.649608916666665
2020-08-21 17:00:00,0.6744799999999955
2020-08-21 18:00:00,0.34921833333332586
2020-08-21 19:00:00,0.9255203333333384
2020-08-21 20:00:00,0.5492182500000027
2020-08-21 21:00:00,0.7162761666666597
2020-08-21 22:00:00,0.5079431666666778
2020-08-21 23:00:00,0.8651050000000069
2020-08-22 00:00:00,0.5751294999999885
2020-08-22 01:00:00,-0.12395891666666616
2020-08-22 02:00:00,0.8727869166666622
2020-08-22 03:00:00,0.3000000833333374
2020-08-22 04:00:00,0.4085936666666754
2020-08-22 05:00:00,0.5321625000000054
2020-08-22 06:00:00,0.15755266666667467
2020-08-22 07:00:00,0.8817710000000005
2020-08-22 08:00:00,0.4320317500000144
2020-08-22 09:00:00,0.7329420833333415
2020-08-22 10:00:00,0.8410159166666631
2020-08-22 11:00:00,1.06679758333334
2020-08-22 12:00:00,1.0505209166666558
2020-08-22 13:00:00,0.8167980000000057
2020-08-22 14:00:00,1.3998705833333391
2020-08-22 15:00:00,0.8578144166666704
2020-08-22 16:00:00,1.6162759999999992
2020-08-22 17:00:00,1.51575458333334
2020-08-22 18:00:00,1.5570313333333416
2020-08-22 19:00:00,1.42617116666667
2020-08-22 20:00:00,0.7838546666666772
2020-08-22 21:00:00,1.082681833333325
2020-08-22 22:00:00,0.8007804166666759
2020-08-22 23:00:00,1.2815108333333356
2020-08-23 00:00:00,1.1001294166666682
2020-08-23 01:00:00,0.5320314999999951
2020-08-23 02:00:00,0.9928389999999894
2020-08-23 03:00:00,0.4746101666666789
2020-08-23 04:00:00,0.5485682500000095
2020-08-23 05:00:00,0.9687483333333232
2020-08-23 06:00:00,0.6492197500000003
2020-08-23 07:00:00,0.9574221666666602
2020-08-23 08:00:00,0.9346340833333217
2020-08-23 09:00:00,1.317188000000009
2020-08-23 10:00:00,0.6411455833333406
2020-08-23 11:00:00,1.2322914166666692
2020-08-23 12:00:00,1.5997400833333444
2020-08-23 13:00:00,2.083724333333329
2020-08-23 14:00:00,2.1325519166666567
2020-08-23 15:00:00,2.325131083333332
2020-08-23 16:00:00,3.3002590833333367
2020-08-23 17:00:00,3.2572920833333256
2020-08-23 18:00:00,3.1744793333333234
2020-08-23 19:00:00,2.9920580000000068
2020-08-23 20:00:00,2.7417962499999935
2020-08-23 21:00:00,2.233462750000001
2020-08-23 22:00:00,1.883463750000004
2020-08-23 23:00:00,1.3585946666666686
2020-08-24 00:00:00,1.1747394999999943
2020-08-24 01:00:00,1.7669271666666762
2020-08-24 02:00:00,1.6250003333333325
2020-08-24 03:00:00,1.2419267500000046
2020-08-24 04:00:00,0.9751307500000052
2020-08-24 05:00:00,1.260025749999997
2020-08-24 06:00:00,12.316926000000002
2020-08-24 07:00:00,13.991796250000007
2020-08-24 08:00:00,13.533853999999984
2020-08-24 09:00:00,12.19986933333331
2020-08-24 10:00:00,11.980991166666675
2020-08-24 11:00:00,14.30781291666667
2020-08-24 12:00:00,14.324088499999988
2020-08-24 13:00:00,13.30833291666665
2020-08-24 14:00:00,14.649739166666665
2020-08-24 15:00:00,14.375000833333333
2020-08-24 16:00:00,12.074739999999998
2020-08-24 17:00:00,8.666796083333338
2020-08-24 18:00:00,1.67643158333334
2020-08-24 19:00:00,0.600650916666666
2020-08-24 20:00:00,0.8591148333333365
2020-08-24 21:00:00,0.9250010000000016
2020-08-24 22:00:00,0.9252600000000016
2020-08-24 23:00:00,0.8423171666666605
2020-08-25 00:00:00,0.5252605833333348
2020-08-25 01:00:00,1.0576820833333258
2020-08-25 02:00:00,0.4917961666666528
2020-08-25 03:00:00,0.7838538333333247
2020-08-25 04:00:00,0.6917959166666563
2020-08-25 05:00:00,1.23359416666667
2020-08-25 06:00:00,8.915104249999997
2020-08-25 07:00:00,8.991145833333334
2020-08-25 08:00:00,6.433853916666648
2020-08-25 09:00:00,5.292837833333323
2020-08-25 10:00:00,7.550781083333312
2020-08-25 11:00:00,7.474218583333325
2020-08-25 12:00:00,10.124478333333336
2020-08-25 13:00:00,12.306772249999995
2020-08-25 14:00:00,10.85794383333333
2020-08-25 15:00:00,10.732291416666662
2020-08-25 16:00:00,14.098829416666643
2020-08-25 17:00:00,11.617057249999988
2020-08-25 18:00:00,1.7257809166666649
2020-08-25 19:00:00,0.7667960833333325
2020-08-25 20:00:00,0.1506513333333288
2020-08-25 21:00:00,0.1666674166666695
2020-08-25 22:00:00,0.2669270833333144
2020-08-25 23:00:00,0.4265620000000041
2020-08-26 00:00:00,0.4752603333333241
2020-08-26 01:00:00,0.5669266666666601
2020-08-26 02:00:00,0.28294291666666993
2020-08-26 03:00:00,0.21718800000000016
2020-08-26 04:00:00,0.5584645000000066
2020-08-26 05:00:00,1.2255211666666597
2020-08-26 06:00:00,10.491666249999987
2020-08-26 07:00:00,11.515364249999998
2020-08-26 08:00:00,8.732682333333322
2020-08-26 09:00:00,7.5656251666666625
2020-08-26 10:00:00,9.974219083333315
2020-08-26 11:00:00,10.858463
2020-08-26 12:00:00,9.52291641666666
2020-08-26 13:00:00,10.882292416666665
2020-08-26 14:00:00,11.583463416666675
2020-08-26 15:00:00,11.57526124999999
2020-08-26 16:00:00,12.616276666666653
2020-08-26 17:00:00,10.37473966666667
2020-08-26 18:00:00,2.1750010000000017
2020-08-26 19:00:00,0.399739166666663
2020-08-26 20:00:00,1.1007818333333432
2020-08-26 21:00:00,0.8244788333333304
2020-08-26 22:00:00,0.3257805833333336
2020-08-26 23:00:00,1.508723416666662
2020-08-27 00:00:00,0.5908865000000105
2020-08-27 01:00:00,1.1493482500000027
2020-08-27 02:00:00,0.4751304166666728
2020-08-27 03:00:00,0.9169272499999934
2020-08-27 04:00:00,0.6666674166666695
2020-08-27 05:00:00,1.2416669166666594
2020-08-27 06:00:00,11.652342583333331
2020-08-27 07:00:00,13.015104666666666
2020-08-27 08:00:00,10.51692649999999
2020-08-27 09:00:00,7.40637991666665
2020-08-27 10:00:00,10.066406833333339
2020-08-27 11:00:00,11.825129416666664
2020-08-27 12:00:00,11.898958749999998
2020-08-27 13:00:00,11.774870166666679
2020-08-27 14:00:00,10.90833358333333
2020-08-27 15:00:00,13.090755
2020-08-27 16:00:00,13.55625
2020-08-27 17:00:00,9.798958499999998
2020-08-27 18:00:00,1.7923174999999816
2020-08-27 19:00:00,0.8005201666666721
2020-08-27 20:00:00,0.7928394166666592
2020-08-27 21:00:00,0.6665354166666617
2020-08-27 22:00:00,0.5160159166666674
2020-08-27 23:00:00,0.6579427499999966
2020-08-28 00:00:00,0.6079425000000072
2020-08-28 01:00:00,0.19179658333332128
2020-08-28 02:00:00,0.023567916666664246
2020-08-28 03:00:00,0.6334629166666588
2020-08-28 04:00:00,0.5830727499999924
2020-08-28 05:00:00,1.2845047499999964
2020-08-28 06:00:00,9.259114583333336
2020-08-28 07:00:00,9.315496416666667
2020-08-28 08:00:00,7.1169273333333365
2020-08-28 09:00:00,5.802604583333333
2020-08-28 10:00:00,7.100130666666673
2020-08-28 11:00:00,5.700520749999996
2020-08-28 12:00:00,6.615234750000006
2020-08-28 13:00:00,8.432552000000001
2020-08-28 14:00:00,7.8492188333333255
2020-08-28 15:00:00,9.506901333333316
2020-08-28 16:00:00,11.76666583333332
2020-08-28 17:00:00,8.564713250000004
2020-08-28 18:00:00,1.6247393333333235
2020-08-28 19:00:00,0.4748705000000015
2020-08-28 20:00:00,0.55937500000001
2020-08-28 21:00:00,0.3166674166666752
2020-08-28 22:00:00,0.0014306666666712429
2020-08-28 23:00:00,0.3661458333333272
2020-08-29 00:00:00,0.6347657500000068
2020-08-29 01:00:00,0.6910165833333437
2020-08-29 02:00:00,0.43320350000001184
2020-08-29 03:00:00,0.3580717499999935
2020-08-29 04:00:00,0.5838545833333342
2020-08-29 05:00:00,0.4912767499999973
2020-08-29 06:00:00,0.21744766666666493
2020-08-29 07:00:00,0.6429679999999962
2020-08-29 08:00:00,0.4013011666666699
2020-08-29 09:00:00,0.29114700000000937
2020-08-29 10:00:00,0.6335934166666632
2020-08-29 11:00:00,0.5417964166666493
2020-08-29 12:00:00,1.075390666666685
2020-08-29 13:00:00,0.7169276666666633
2020-08-29 14:00:00,0.7753903333333271
2020-08-29 15:00:00,1.2984374999999844
2020-08-29 16:00:00,0.6841144999999997
2020-08-29 17:00:00,0.7928379166666701
2020-08-29 18:00:00,0.4490878333333299
2020-08-29 19:00:00,0.30065049999999616
2020-08-29 20:00:00,0.4187503333333424
2020-08-29 21:00:00,0.6173175000000057
2020-08-29 22:00:00,0.5011713333333319
2020-08-29 23:00:00,-0.11575474999999358
2020-08-30 00:00:00,-0.06536550000001284
2020-08-30 01:00:00,-0.3604168333333462
2020-08-30 02:00:00,-0.45742199999999394
2020-08-30 03:00:00,-0.5833335833333493
2020-08-30 04:00:00,-0.5932295833333399
2020-08-30 05:00:00,-0.8015640000000062
2020-08-30 06:00:00,-0.8854173333333364
2020-08-30 07:00:00,-0.5088534999999936
2020-08-30 08:00:00,1.9843746666666675
2020-08-30 09:00:00,0.34062466666667035
2020-08-30 10:00:00,0.5675770833333331
2020-08-30 11:00:00,0.6496100833333287
2020-08-30 12:00:00,1.008073583333328
2020-08-30 13:00:00,0.34270783333332844
2020-08-30 14:00:00,1.2596355000000017
2020-08-30 15:00:00,0.6593760000000161
2020-08-30 16:00:00,0.5236975833333304
2020-08-30 17:00:00,0.9579417500000034
2020-08-30 18:00:00,0.4328129999999888
2020-08-30 19:00:00,0.5908858333333455
2020-08-30 20:00:00,0.48346158333331607
2020-08-30 21:00:00,0.5756507500000083
2020-08-30 22:00:00,-0.049219083333348124
2020-08-30 23:00:00,-0.05872358333332527
2020-08-31 00:00:00,-0.32526066666665804
2020-08-31 01:00:00,-0.4666653333333244
2020-08-31 02:00:00,-0.6419280833333403
2020-08-31 03:00:00,-0.7065104999999932
2020-08-31 04:00:00,-0.81601675000001
2020-08-31 05:00:00,-0.8348955833333491
2020-08-31 06:00:00,-0.9066412500000072
2020-08-31 07:00:00,3.850390166666642
2020-08-31 08:00:00,7.083853916666668
2020-08-31 09:00:00,4.833333083333329
2020-08-31 10:00:00,4.539974333333333
2020-08-31 11:00:00,6.05703166666666
2020-08-31 12:00:00,5.058592166666671
2020-08-31 13:00:00,5.507161166666663
2020-08-31 14:00:00,5.814975083333343
2020-08-31 15:00:00,4.965493916666674
2020-08-31 16:00:00,6.317187416666679
2020-08-31 17:00:00,4.090756499999999
2020-08-31 18:00:00,1.1325530833333346
2020-08-31 19:00:00,0.4660161666666696
2020-08-31 20:00:00,0.0746095000000011
2020-08-31 21:00:00,0.6338535000000007
2020-08-31 22:00:00,-0.10742108333332824
2020-08-31 23:00:00,-0.3248700000000113
2020-09-01 00:00:00,-0.4817696666666506
2020-09-01 01:00:00,-0.6169270000000111
2020-09-01 02:00:00,-0.6380203333333228
2020-09-01 03:00:00,-0.6927093333333403
2020-09-01 04:00:00,-0.8296875833333175
2020-09-01 05:00:00,-0.9114586666666682
2020-09-01 06:00:00,-0.9838540000000008
2020-09-01 07:00:00,-0.6075524166666568
2020-09-01 08:00:00,3.150260583333313
2020-09-01 09:00:00,2.7416667499999936
2020-09-01 10:00:00,2.5420569166666667
2020-09-01 11:00:00,4.06705741666665
2020-09-01 12:00:00,4.075911750000003
2020-09-01 13:00:00,4.051041416666679
2020-09-01 14:00:00,4.9562494166666715
2020-09-01 15:00:00,3.635156666666667
2020-09-01 16:00:00,3.8920569999999937
2020-09-01 17:00:00,3.5761715833333336
2020-09-01 18:00:00,0.6846350000000001
2020-09-01 19:00:00,0.5153652500000021
2020-09-01 20:00:00,0.12343791666665993
2020-09-01 21:00:00,0.4925792500000057
2020-09-01 22:00:00,0.5828119999999971
2020-09-01 23:00:00,0.6579423333333239
2020-09-02 00:00:00,0.2592438333333291
2020-09-02 01:00:00,0.1247399166666696
2020-09-02 02:00:00,0.442317833333334
2020-09-02 03:00:00,0.5830732499999982
2020-09-02 04:00:00,-0.07630116666666709
2020-09-02 05:00:00,0.9251305833333276
2020-09-02 06:00:00,3.899609166666664
2020-09-02 07:00:00,3.4841151666666685
2020-09-02 08:00:00,3.3322920000000025
2020-09-02 09:00:00,3.842707999999988
2020-09-02 10:00:00,5.7084628333333285
2020-09-02 11:00:00,5.383203750000007
2020-09-02 12:00:00,6.6761709166666625
2020-09-02 13:00:00,6.099609333333326
2020-09-02 14:00:00,6.6828129166666566
2020-09-02 15:00:00,6.407161583333334
2020-09-02 16:00:00,6.2334629999999995
2020-09-02 17:00:00,5.707682083333324
2020-09-02 18:00:00,1.1347657499999997
2020-09-02 19:00:00,0.2078127499999951
2020-09-02 20:00:00,-0.05039049999999179
2020-09-02 21:00:00,0.4661455000000032
2020-09-02 22:00:00,-0.07473949999999974
2020-09-02 23:00:00,0.058723583333332385
2020-09-03 00:00:00,-0.19114666666668967
2020-09-03 01:00:00,-0.4079427500000037
2020-09-03 02:00:00,-0.6100261666666711
2020-09-03 03:00:00,-0.7412757499999998
2020-09-03 04:00:00,-0.8506507499999998
2020-09-03 05:00:00,1.2084633333333272
2020-09-03 06:00:00,4.258723166666647
2020-09-03 07:00:00,3.8582037499999933
2020-09-03 08:00:00,3.6582030833333263
2020-09-03 09:00:00,4.9752603333333445
2020-09-03 10:00:00,5.7078135833333326
2020-09-03 11:00:00,5.266275083333333
2020-09-03 12:00:00,6.032552333333322
2020-09-03 13:00:00,5.081641166666664
2020-09-03 14:00:00,5.8076825833333325
2020-09-03 15:00:00,4.32539116666667
2020-09-03 16:00:00,3.758202083333323
2020-09-03 17:00:00,3.9074217500000046
2020-09-03 18:00:00,0.7997395000000083
2020-09-03 19:00:00,0.582683166666655
2020-09-03 20:00:00,-0.04218658333333991
2020-09-03 21:00:00,-0.00976591666666593
2020-09-03 22:00:00,-0.1923175833333417
2020-09-03 23:00:00,-0.3406250833333217
2020-09-04 00:00:00,-0.42591200000000384
2020-09-04 01:00:00,-0.4841127500000084
2020-09-04 02:00:00,-0.6145822499999909
2020-09-04 03:00:00,-0.6911440833333202
2020-09-04 04:00:00,-0.7921860833333271
2020-09-04 05:00:00,-0.8841133333333246
2020-09-04 06:00:00,-0.8994779999999878
2020-09-04 07:00:00,-1.0166661666666528
2020-09-04 08:00:00,2.8354170000000067
2020-09-04 09:00:00,2.5404952499999918
2020-09-04 10:00:00,3.8569009166666746
2020-09-04 11:00:00,4.500130250000005
2020-09-04 12:00:00,4.591144916666671
2020-09-04 13:00:00,6.042578499999991
2020-09-04 14:00:00,5.308203083333332
2020-09-04 15:00:00,6.049739166666676
2020-09-04 16:00:00,5.7910157499999855
2020-09-04 17:00:00,4.43151091666666
2020-09-04 18:00:00,0.8416670833333199
2020-09-04 19:00:00,0.6488293333333459
2020-09-04 20:00:00,0.08242158333331417
2020-09-04 21:00:00,0.0235688333333286
2020-09-04 22:00:00,-0.10742141666666072
2020-09-04 23:00:00,-0.3016925000000015
2020-09-05 00:00:00,-0.4486977499999938
2020-09-05 01:00:00,-0.6164059166666718
2020-09-05 02:00:00,-0.7162754999999947
2020-09-05 03:00:00,-0.8010416666666629
2020-09-05 04:00:00,-0.874869166666663
2020-09-05 05:00:00,-0.9411459999999964
2020-09-05 06:00:00,-1.166665166666661
2020-09-05 07:00:00,0.14218725000000632
2020-09-05 08:00:00,0.907421499999998
2020-09-05 09:00:00,0.6234371666666618
2020-09-05 10:00:00,0.416797333333335
2020-09-05 11:00:00,0.3822915000000009
2020-09-05 12:00:00,0.533984666666683
2020-09-05 13:00:00,0.6156250000000014
2020-09-05 14:00:00,0.4740889999999993
2020-09-05 15:00:00,0.05703124999999432
2020-09-05 16:00:00,0.5914059999999921
2020-09-05 17:00:00,0.5177084166666717
2020-09-05 18:00:00,0.4424478333333326
2020-09-05 19:00:00,0.025520416666665824
2020-09-05 20:00:00,-0.009374416666666718
2020-09-05 21:00:00,0.6404944999999884
2020-09-05 22:00:00,-0.03424474999999205
2020-09-05 23:00:00,-0.2834626666666651
2020-09-06 00:00:00,-0.4497392500000075
2020-09-06 01:00:00,-0.60781158333333
2020-09-06 02:00:00,-0.7171877499999937
2020-09-06 03:00:00,-0.8325524166666654
2020-09-06 04:00:00,-1.0093740833333271
2020-09-06 05:00:00,-1.0322915833333326
2020-09-06 06:00:00,-1.0749992500000047
2020-09-06 07:00:00,-1.1751304166666756
2020-09-06 08:00:00,-0.991927750000002
2020-09-06 09:00:00,2.3242200000000106
2020-09-06 10:00:00,0.5916672500000004
2020-09-06 11:00:00,0.34166666666666856
2020-09-06 12:00:00,0.3749992500000019
2020-09-06 13:00:00,0.37304616666666135
2020-09-06 14:00:00,0.6916662500000115
2020-09-06 15:00:00,0.3088544166666693
2020-09-06 16:00:00,0.4174473333333424
2020-09-06 17:00:00,0.5596347499999865
2020-09-06 18:00:00,0.4501309166666658
2020-09-06 19:00:00,0.4067701666666608
2020-09-06 20:00:00,0.2914068333333333
2020-09-06 21:00:00,0.26562549999999874
2020-09-06 22:00:00,-0.049740166666666134
