Date,kW,OAT,AHU_01_Discharge_Fan_01_Speed
2019-01-04 18:00:00,234.46099999999998,52.19793320000001,0.0
2019-01-04 18:15:00,222.683,50.47913361,0.0
2019-01-04 18:30:00,217.28799999999998,49.65623347,0.0
2019-01-04 18:45:00,186.0,48.36459986,0.0
2019-01-04 19:00:00,175.676,46.92709986,0.0
2019-01-04 19:15:00,167.28099999999998,46.03123347,0.0
2019-01-04 19:30:00,161.49,45.57290014,0.0
2019-01-04 19:45:00,168.62099999999998,43.35419973,0.0
2019-01-04 20:00:00,173.394,41.43753306,0.0
2019-01-04 20:15:00,167.305,40.91663361,0.0
2019-01-04 20:30:00,186.562,40.32290014,0.0
2019-01-04 20:45:00,181.72400000000002,39.33333333,0.0
2019-01-04 21:00:00,191.037,38.71876653,0.0
2019-01-04 21:15:00,177.636,37.70836639,0.0
2019-01-04 21:30:00,180.59799999999998,37.1875,0.0
2019-01-04 21:45:00,176.482,37.0,0.0
2019-01-04 22:00:00,188.82,36.82293320000001,0.0
2019-01-04 22:15:00,190.484,36.25,0.0
2019-01-04 22:30:00,179.578,36.84376653,0.0
2019-01-04 22:45:00,200.053,37.51040014,0.0
2019-01-04 23:00:00,177.74400000000003,37.42706679999999,0.0
2019-01-04 23:15:00,193.127,36.77086639,0.0
2019-01-04 23:30:00,192.868,36.15626653,0.0
2019-01-04 23:45:00,204.40200000000002,35.76040014,0.0
2019-01-05 00:00:00,201.33,35.53120041,0.0
2019-01-05 00:15:00,196.81599999999997,35.70830027,0.0
2019-01-05 00:30:00,197.437,35.38540014,0.0
2019-01-05 00:45:00,188.02900000000002,35.40626653,0.0
2019-01-05 01:00:00,188.75400000000002,35.15623347,0.0
2019-01-05 01:15:00,190.045,34.96879959,0.0
2019-01-05 01:30:00,200.074,34.97916667,0.0
2019-01-05 01:45:00,186.766,34.65626653,0.0
2019-01-05 02:00:00,201.38099999999997,35.35413361,0.0
2019-01-05 02:15:00,185.35,35.11459986,0.0
2019-01-05 02:30:00,189.465,34.81246694,0.0
2019-01-05 02:45:00,194.65900000000002,34.16666667,0.0
2019-01-05 03:00:00,197.91299999999998,33.65626653,0.0
2019-01-05 03:15:00,188.88,33.53120041,0.0
2019-01-05 03:30:00,195.588,33.87496694,0.0
2019-01-05 03:45:00,194.338,34.20830027,0.0
2019-01-05 04:00:00,180.93099999999998,33.4479332,0.0
2019-01-05 04:15:00,193.907,32.04163361,0.0
2019-01-05 04:30:00,195.49400000000003,32.8020668,0.0
2019-01-05 04:45:00,209.722,32.59373347,0.0
2019-01-05 05:00:00,203.955,32.39583333,0.0
2019-01-05 05:15:00,194.6,32.59376653,0.0
2019-01-05 05:30:00,185.954,32.75,0.0
2019-01-05 05:45:00,199.50400000000002,33.95833333,0.0
2019-01-05 06:00:00,200.59099999999998,34.37496694,0.0
2019-01-05 06:15:00,194.43400000000003,33.6875,0.0
2019-01-05 06:30:00,200.985,35.02080027,0.0
2019-01-05 06:45:00,213.523,35.35416667,0.0
2019-01-05 07:00:00,347.731,34.77080027,31.08
2019-01-05 07:15:00,616.735,31.79163361,52.44
2019-01-05 07:30:00,651.12,29.84373347,52.01
