Date,hwr,hws,oat
2017-10-26 11:00:07.933,133.8211,174.9143,38.779
2017-10-26 11:02:41.716,133.8211,174.9143,38.779
2017-10-26 11:05:51.096,133.8211,174.9143,38.779
2017-10-26 11:09:33.673,133.8211,174.9143,38.779
2017-10-26 11:12:57.091,133.8211,174.9143,38.779
2017-10-26 11:15:08.340,133.8211,174.9143,39.4022
2017-10-26 11:15:08.358,133.8211,177.11,39.4022
2017-10-26 11:15:08.386,132.7658,177.11,39.4022
2017-10-26 11:15:08.405,132.7658,177.11,39.4022
2017-10-26 11:15:08.423,132.7658,177.11,39.4022
2017-10-26 11:15:08.542,132.7658,177.11,39.4022
2017-10-26 11:16:19.027,132.7658,177.11,39.4022
2017-10-26 11:19:25.473,132.7658,177.11,39.4022
2017-10-26 11:23:03.787,132.7658,177.11,39.4022
2017-10-26 11:26:25.329,132.7658,177.11,39.4022
2017-10-26 11:30:07.879,132.7658,177.11,39.3208
2017-10-26 11:30:07.898,132.7658,178.4409,39.3208
2017-10-26 11:30:07.927,133.2817,178.4409,39.3208
2017-10-26 11:30:07.954,133.2817,178.4409,39.3208
2017-10-26 11:30:07.972,133.2817,178.4409,39.3208
2017-10-26 11:30:08.094,133.2817,178.4409,39.3208
2017-10-26 11:30:24.717,133.2817,178.4409,39.3208
2017-10-26 11:34:39.586,133.2817,178.4409,39.3208
2017-10-26 11:39:04.295,133.2817,178.4409,39.3208
2017-10-26 11:43:19.485,133.2817,178.4409,39.3208
2017-10-26 11:45:07.792,133.2817,178.4409,39.2382
2017-10-26 11:45:07.811,133.2817,177.8153,39.2382
2017-10-26 11:45:07.837,131.9223,177.8153,39.2382
2017-10-26 11:45:07.856,131.9223,177.8153,39.2382
2017-10-26 11:45:07.882,131.9223,177.8153,39.2382
2017-10-26 11:45:08.010,131.9223,177.8153,39.2382
2017-10-26 11:47:08.163,131.9223,177.8153,39.2382
2017-10-26 11:50:45.526,131.9223,177.8153,39.2382
2017-10-26 11:54:40.087,131.9223,177.8153,39.2382
2017-10-26 11:59:12.704,131.9223,177.8153,39.2382
2017-10-26 12:00:07.969,131.9223,177.8153,39.2803
2017-10-26 12:00:07.986,131.9223,179.9604,39.2803
2017-10-26 12:00:08.004,132.7927,179.9604,39.2803
2017-10-26 12:00:08.022,132.7927,179.9604,39.2803
2017-10-26 12:00:08.041,132.7927,179.9604,39.2803
2017-10-26 12:00:08.170,132.7927,179.9604,39.2803
2017-10-26 12:02:50.066,132.7927,179.9604,39.2803
